description,user_tags,title,license_name,user_nsid,image_extension_original,longitude,image_id,license_url,date_uploaded,date_taken,latitude,image_url,user_nickname,capture_device
"Driving through Sibiu is not something I'd recommend. Though driving through Romania is not something I'd recomment, generally.","['city', 'hermannstadt', 'romania', 'sibiu', 'summer']",Cars in an old town street,Attribution-ShareAlike License,28668451@N00,jpg,,1817521999,http://creativecommons.org/licenses/by-sa/2.0/,1193962187,2007-08-10 12:32:00.0,,http://www.flickr.com/photos/28668451@N00/1817521999/,access.denied,FUJIFILM FinePix S9500
,"['flood', 'zagreb']",Zagreb // flood,Attribution License,25275646@N05,jpg,15.912666,5004564071,http://creativecommons.org/licenses/by/2.0/,1284916924,2010-09-19 13:41:53.0,45.778343,http://www.flickr.com/photos/25275646@N05/5004564071/,lrumiha,Canon EOS 500D
,"['instagram app', 'iphoneography', 'square', 'square format']","Cade's Cove was nice but people kept stopping on the road, even though there's a million turn-offs, so it took absolutely forever.",Attribution-NoDerivs License,93123955@N00,jpg,-83.782833,8315713461,http://creativecommons.org/licenses/by-nd/2.0/,1356660196,2012-12-27 21:03:16.0,35.603666,http://www.flickr.com/photos/93123955@N00/8315713461/,yellowdogparty,
"A view of the floods in the Teifi valley.


<a href=""http://www.jacobwhittaker.co.uk"">www.jacobwhittaker.co.uk</a>","['flood', 'landscape', 'teifi', 'valley']",Flooded Teifi Valley  26_11_06e,Attribution-NonCommercial-ShareAlike License,45097561@N00,jpg,,388545542,http://creativecommons.org/licenses/by-nc-sa/2.0/,1171326104,2007-02-13 00:21:44.0,,http://www.flickr.com/photos/45097561@N00/388545542/,Jacob Whittaker,
"North Ave
Baltimore, Maryland","['alley', 'art', 'baltimore', 'charles street', 'city', 'howard street', 'load of fun', 'north avenue', 'samantha cimino', 'street']",From the Roof of Load of Fun,Attribution-NonCommercial License,37284828@N04,jpg,,4551251867,http://creativecommons.org/licenses/by-nc/2.0/,1272219924,2010-04-25 14:25:24.0,,http://www.flickr.com/photos/37284828@N04/4551251867/,mellowsundrops,NIKON COOLPIX L14
,"['country', 'dirt', 'farm', 'florida', 'ranch', 'road']",Country Road,Attribution-NonCommercial-NoDerivs License,94235208@N03,jpg,,8576707204,http://creativecommons.org/licenses/by-nc-nd/2.0/,1363832587,2013-03-20 19:23:07.0,,http://www.flickr.com/photos/94235208@N03/8576707204/,the-unnatural-disaster,
"El cubo de ladrillo casi perfecta fue construido a principios del siglo 10 y pertenece a un gran renacimiento cultural de la dinastía samánida (875 a 999). La tumba se deriva su nombre del fundador de la dinastía de Ismael, y no sólo contiene su tumba, sino también la de su padre de Ahmed, su sobrino, Nasr y otros de la línea de samánida.
 

El mausoleo toma elementos de arquitectura de principios del Sogdiana (por ejemplo, la esquina pesados ​​contrafuertes) y la adoración del fuego sasánida. La combinación de estos con la aritmética de los últimos avances y geométricas hechas por Al Khorezmi, Fergani Al e Ibn Sina y la última tecnología, el cementerio monumental servirá como una fórmula de arquitectura en los siglos venideros.
 

La construcción es de un cubo de 10,8 metros, con cuatro fachadas idénticas, todos ellas se inclinan ligeramente hacia el interior y sobre el cual se encuentra una cúpula semiesférica rodeada de cuatro domelets. Cuatro arcos internos con el apoyo de pilares de esquina forman la trompa sobre la que descansa la transición 8 y 16 caras en el tambor. Este chortak (""cuatro arcos ') fue revolucionario para la época y llegó a dominar un sinnúmero de tumbas conmemorativas posteriores. Desde el exterior, la zona de transición está enmascarado por una galería de diez ventanas que proporcionan luz y ventilación de las tumbas . El mausoleo es también rico en simbolismo. Su cubo no sólo remite a lo sagrado de piedra Kaaba en La Meca (Arabia Saudita), sino que además simboliza la tierra y complementa su cúpula, símbolo del cielo, para crear una metáfora del universo
......................................................................................................................................................................................
The almost perfect brick cube was built at the beginning of the 10th century and belongs to a great cultural revival of the Samanid (875-999) dynasty. The Tomb derives its name from the founder of the dynasty of Ishmael, and not only contains his tomb, but also that of his father of Ahmed, his nephew, Nasr and others of the Samanid line.



The mausoleum takes elements of architecture from the beginning of the Sogdiana (for example, the corner heavy buttresses) and the adoration of the Sassanid fire. The combination of these with the arithmetic of the latest advances and geometric made by to the Khorezmi, Fergani to e Ibn Sina and the latest technology, the monumental Cemetery will serve as a form of architecture in the centuries to come.



The building is a cube of 10.8 m, with four identical facades, all of which are slightly inclined inwards and on which is a hemispherical dome surrounded by four domelets. Four internal arches supported by pillars of corner forms the tube on which rests the transition 8 and 16 sides in the drum. This chortak (""four arch ' # it was revolutionary for the time and came to dominate a large number of commemorative tombs later."") From the outside, the transition zone is masked by a gallery of ten Windows that provide light and ventilation of the tombs fresh interior. The mausoleum is also rich in symbolism. Its cube not only refers to the sacred stone Kaaba in Mecca # Saudi Arabia #, but it also symbolizes the Earth and complements its dome, symbol of heaven, to create a metaphor of the universe","['bujara', 'mausoleodeismaelsamani']",uzbekistan 343 BUJARA El mausoleo de Ismaël Samani (siglo X),Attribution-NonCommercial-ShareAlike License,30996501@N07,jpg,64.429664,6366383963,http://creativecommons.org/licenses/by-nc-sa/2.0/,1321752786,2011-06-23 08:20:45.0,39.767512,http://www.flickr.com/photos/30996501@N07/6366383963/,Jose Javier Martin Espartosa,NIKON CORPORATION NIKON D300S
Jewish Quarter Jerusalem,"['city', 'jerusalem', 'jerusalem canon t1i', 'old', 'walled']",Hanevel street,Attribution-NonCommercial-ShareAlike License,13470113@N03,jpg,,10113485663,http://creativecommons.org/licenses/by-nc-sa/2.0/,1381048683,2013-03-06 17:32:11.0,,http://www.flickr.com/photos/13470113@N03/10113485663/,kt-h.s,Canon EOS REBEL T1i
"After the discovery of America and of the passage to India Venice started to decline in power during the 16th century. The Ottoman Empire grew and threatened the old trade routes. Thus many of the cities nobility left the lagoon and settled on the mainland. Farming promised better profits and an easier life than trade.

By then Andrea Palladio was a famous architect and first choice when it came to building the lush new country mansions.","['16th. century', 'andrea palladio', 'architecture', 'collin key', 'it', 'italy', 'landscape', 'maser', 'symmetry', 'veneto', 'villa barbaro']",Villa Barbaro (Veneto 2),Attribution-NonCommercial-ShareAlike License,28165389@N05,jpg,11.976567,11713359823,http://creativecommons.org/licenses/by-nc-sa/2.0/,1388687108,2013-10-12 12:42:13.0,45.812319,http://www.flickr.com/photos/28165389@N05/11713359823/,Collin Key,Canon EOS 7D
,"['bridge', 'bristol', 'clifton suspension bridge', 'river']",Bristol,Attribution-NonCommercial License,14589775@N00,jpg,,161549809,http://creativecommons.org/licenses/by-nc/2.0/,1149581168,2006-06-05 19:39:18.0,,http://www.flickr.com/photos/14589775@N00/161549809/,Sparticus,Canon PowerShot S60
This road takes you back to civilization to the city of Lahad Datu. The drive is about 2 hours and takes you through primary and secondary rainforest. Better not leave yet...,"['asia', 'borneo', 'danum valley', 'forest', 'green', 'jungle', 'malaysia', 'nature', 'primary rainforest', 'rainforest', 'road', 'sabah', 'tree', 'trees']",2 Hours To Civilization,Attribution License,103499652@N04,jpg,117.747344,12249212616,http://creativecommons.org/licenses/by/2.0/,1391251903,2013-05-21 09:40:09.0,4.976032,http://www.flickr.com/photos/103499652@N04/12249212616/,gidovd,Canon EOS 650D
flooded when lake levels are high,"['north wales', 'railway', 'snowdonia', 'snowdonia national park', 'snowdonia railway ffestiniog', 'wales']",The original trackbed,Attribution-NonCommercial-ShareAlike License,19901727@N05,jpg,-3.973102,3643814133,http://creativecommons.org/licenses/by-nc-sa/2.0/,1245520591,2009-06-20 11:24:07.0,52.977265,http://www.flickr.com/photos/19901727@N05/3643814133/,Christopher Owen Jones,NIKON CORPORATION NIKON D40
,"['below', 'black', 'bridge', 'bw', 'car', 'city', 'down', 'drive', 'la', 'light', 'lighting', 'looking', 'road', 'street', 'white', 'world']",Looking Down on the World Below,Attribution-NonCommercial License,28384488@N08,jpg,,3562706180,http://creativecommons.org/licenses/by-nc/2.0/,1243246704,2009-05-24 16:13:10.0,,http://www.flickr.com/photos/28384488@N08/3562706180/,Bryan Farrell,Canon EOS 30D
This area is a flood plane for the storm eater that has flooded into the underpass of the L&N Railway.,[],100_0879,Attribution-NonCommercial-ShareAlike License,46227377@N00,jpg,-86.443948,7128242087,http://creativecommons.org/licenses/by-nc-sa/2.0/,1335792520,2012-04-30 00:00:02.0,36.997565,http://www.flickr.com/photos/46227377@N00/7128242087/,azelb,EASTMAN KODAK COMPANY KODAK C310 DIGITAL CAMERA
,"['flood', 'floodie', 'water']",winter 2008 067,Attribution-NonCommercial-NoDerivs License,97223988@N00,jpg,,2187865255,http://creativecommons.org/licenses/by-nc-nd/2.0/,1200176530,2008-01-12 13:18:54.0,,http://www.flickr.com/photos/97223988@N00/2187865255/,Flооd,SONY DSC-H2
"At Manassas Battlefield, VA.

Looking beyond one area of the battlefield to other sections of the long battlegrounds which the war first took life.","['battle', 'bridge', 'camera', 'cars', 'field', 'finepix', 'finepix s1500', 'fuji', 'fujifilm', 'fujifilm fuji', 'fujinon', 'hill', 'monassas', 'open', 'road', 's1500', 'space', 'street car', 'tree', 'trees']",Vast Hills,Attribution-ShareAlike License,46407758@N08,jpg,-77.535452,4748506474,http://creativecommons.org/licenses/by-sa/2.0/,1277883502,2010-04-22 13:26:49.0,38.817763,http://www.flickr.com/photos/46407758@N08/4748506474/,Taylor Burnes,FUJIFILM FinePix S1500
My place of work was hit by the flood.,"['13jan2011', 'flood', 'nbb']",Brisbane Floods - 2011,Attribution-NonCommercial-NoDerivs License,24021025@N04,jpg,,5356438428,http://creativecommons.org/licenses/by-nc-nd/2.0/,1295068082,2011-01-13 06:13:45.0,,http://www.flickr.com/photos/24021025@N04/5356438428/,David Pedler,NIKON CORPORATION NIKON D80
"Summer garden catalogs and emails are already flooding in.  Lovely. I want these. <a href=""http://www.waysidegardens.com/gardening/PD/48181?cid=wem001441"" rel=""nofollow"">www.waysidegardens.com/gardening/PD/48181?cid=wem001441</a>",[],summer flowers,Attribution-NonCommercial-ShareAlike License,19564627@N00,jpg,,4170575404,http://creativecommons.org/licenses/by-nc-sa/2.0/,1260316492,2009-12-08 18:54:52.0,,http://www.flickr.com/photos/19564627@N00/4170575404/,pollyalida,
"this used to be the road, before the flood. now it's just the short cut to the river.","['bethel', 'july4th', 'vermont', 'vt']",short cut to the river,Attribution-NonCommercial-ShareAlike License,35034353562@N01,jpg,,23613184,http://creativecommons.org/licenses/by-nc-sa/2.0/,1120517762,2005-07-04 02:27:18.0,,http://www.flickr.com/photos/35034353562@N01/23613184/,jessamyn,Canon PowerShot S100
,"['alberta', 'crooked tree ranch', 'flood 2005', 'jenner', 'red deer river']",House with Berm,Attribution-NonCommercial-NoDerivs License,33507204@N00,jpg,,21969907,http://creativecommons.org/licenses/by-nc-nd/2.0/,1119901535,2005-06-23 13:08:02.0,,http://www.flickr.com/photos/33507204@N00/21969907/,RTPeat,Victor GC-X3
,"['canon350d', 'landscape', 'river dee', 'scotland', 'sigma17-70', 'vacation']",River Dee,Attribution-NonCommercial-NoDerivs License,49035625@N00,jpg,,1926638518,http://creativecommons.org/licenses/by-nc-nd/2.0/,1194574551,2007-10-26 03:12:24.0,,http://www.flickr.com/photos/49035625@N00/1926638518/,Hillarie,Canon EOS DIGITAL REBEL XT
"Wiregrass Central railroad at Enterprise, Alabama in 1998. This was in the ""transitional"" period where the older red geeps were being replaced by charcoal grey ones. Sale of the Atlantic & Gulf also prompted a flood of motive power to Enterprise, and there was never a shortage of power!

10 years after this photo was taken, standard issue G&O GP40's are in use on the Wiregrass Central.",[],Wiregrass Central Railroad,Attribution-NonCommercial-NoDerivs License,8576809@N08,jpg,,2630984733,http://creativecommons.org/licenses/by-nc-nd/2.0/,1215021115,2008-07-02 13:51:55.0,,http://www.flickr.com/photos/8576809@N08/2630984733/,Frankie_117,
"I know it, the bricks were yellow, but there isn't yellow grass in the park. LOL","['bricks', 'follow the yellow brick road', 'grass', 'green', 'nikkor 50mm f/1.8', 'nikon', 'the wizard of oz', 'yellow']",Follow the green brick road,Attribution-NonCommercial-NoDerivs License,24538813@N02,jpg,,3749201399,http://creativecommons.org/licenses/by-nc-nd/2.0/,1248370319,2009-07-19 18:51:13.0,,http://www.flickr.com/photos/24538813@N02/3749201399/,GloriaGarcía,NIKON CORPORATION NIKON D80
,"['china', 'flood control monument', ""ha'erbin"", 'heilongjiang', 'zhongyang dajie']",Flood Control Monument,Attribution-NonCommercial License,36256827@N08,jpg,,3980118300,http://creativecommons.org/licenses/by-nc/2.0/,1254660149,2009-10-04 08:28:33.0,,http://www.flickr.com/photos/36256827@N08/3980118300/,felibrilu,SAMSUNG ES15 / VLUU ES15 / SAMS
,"['countryside', 'deer bridge', 'devon', 'flooded', 'river', 'slapton', 'south hams', 'water']",Deer Bridge flooded,Attribution-NonCommercial-NoDerivs License,87983375@N00,jpg,-3.667334,3222980740,http://creativecommons.org/licenses/by-nc-nd/2.0/,1232814287,2009-01-24 12:32:56.0,50.289,http://www.flickr.com/photos/87983375@N00/3222980740/,mailliw,Apple iPhone
"After the heavy rains overnight the site, like many other places in the area, was flooded. 

{Anyone seen the Mary rose?}","['archaeology', 'calleva atrebatum', 'england', 'hampshire', 'reading', 'roman', 'silchester', 'town']",Site sodden,Attribution-NonCommercial-NoDerivs License,29486666@N00,jpg,,1050158687,http://creativecommons.org/licenses/by-nc-nd/2.0/,1186578917,2007-07-21 12:31:46.0,,http://www.flickr.com/photos/29486666@N00/1050158687/,gordontour,EASTMAN KODAK COMPANY KODAK DX6490 ZOOM DIGITAL CAMERA
"Why is there so much sand? Must be manmade! 

I haven't explored the sandy beach yet (wrong shoes today). But it just feels WRONG to me. It should be freezing, with a biting wind causing tears to flood ones eyes, hands deep in ones pockets, and a tammy on ones head.","['beach', 'los angeles', 'santa monica']",How deep?,Attribution-NonCommercial-ShareAlike License,18154735@N00,jpg,-118.49714,23140998,http://creativecommons.org/licenses/by-nc-sa/2.0/,1120352450,2005-07-02 21:11:26.0,34.010656,http://www.flickr.com/photos/18154735@N00/23140998/,framboise,NIKON E775
apartment building art,['valencia'],IMG_1475.jpg,Attribution-NonCommercial-NoDerivs License,86377736@N00,jpg,,2584401387,http://creativecommons.org/licenses/by-nc-nd/2.0/,1213646812,2008-06-16 16:06:52.0,,http://www.flickr.com/photos/86377736@N00/2584401387/,masonsilaswright,
25 to 30 feet deep and full.,"['arlington heights', 'flood', 'sunset meadows']",Sunset Meadows Retention Pond,Attribution-NonCommercial License,25105605@N00,jpg,-88.001518,2857616551,http://creativecommons.org/licenses/by-nc/2.0/,1221444912,2008-09-14 09:47:49.0,42.071404,http://www.flickr.com/photos/25105605@N00/2857616551/,Harvard Avenue,FUJIFILM FinePix Z1
,"['birts', 'firefighter0793', 'howard', 'riverside', 'walk']",The road home,Attribution-NonCommercial License,91006258@N00,jpg,-0.85132,3361152728,http://creativecommons.org/licenses/by-nc/2.0/,1237238481,2009-03-15 17:44:21.0,52.06143,http://www.flickr.com/photos/91006258@N00/3361152728/,firefighter0793,Panasonic DMC-FZ50
The main school building of the original Armour Institute,"['armour institue', 'chicago', 'iit', 'machinery hall']",Armour Institute,Attribution-NonCommercial License,52443231@N00,jpg,,2880338116,http://creativecommons.org/licenses/by-nc/2.0/,1222115728,2008-09-20 11:42:36.0,,http://www.flickr.com/photos/52443231@N00/2880338116/,kendoman26,EASTMAN KODAK COMPANY KODAK Z712 IS ZOOM DIGITAL CAMERA
